index,w,w_mado,d
831,"[8.31601968e-02 8.30982668e-03 5.02140982e-02 3.35493727e-02
 1.88010666e-03 1.59979922e-03 1.24477566e-02 2.50092603e-01
 2.25894172e-04 5.91898581e-02 7.01457375e-02 2.10202926e-01
 1.01833310e-01 6.24888822e-02 5.46596315e-02]",0.0381572392929442,15
832,"[0.07988565 0.03011468 0.13426843 0.03802926 0.02019196 0.0630731
 0.05167185 0.06784132 0.05634814 0.00327999 0.00109252 0.04180438
 0.02364665 0.07448105 0.31427104]",0.1497081306701261,15
833,"[0.01831307 0.08704391 0.10714786 0.14070336 0.10213186 0.16569182
 0.08957535 0.01768026 0.0406528  0.01321222 0.02879347 0.01114716
 0.03536171 0.12994188 0.01260326]",0.1117295905946801,15
834,"[0.11348201 0.00110518 0.09244429 0.05921381 0.00195158 0.01163756
 0.09817428 0.22256464 0.02875159 0.0023975  0.10274157 0.06390382
 0.06718449 0.01104062 0.12340706]",0.0236156384427397,15
835,"[0.00666856 0.05230994 0.10385158 0.0846054  0.00232499 0.02218523
 0.07436351 0.04895642 0.01649889 0.08577725 0.16935844 0.01711302
 0.04059076 0.19953341 0.0758626 ]",0.2334997842045989,15
836,"[0.06255159 0.00193766 0.03536035 0.05306064 0.04837939 0.03858147
 0.01695409 0.02024337 0.00484655 0.27194767 0.03819285 0.04787327
 0.12617315 0.10160616 0.13229177]",0.1218887395199816,15
837,"[0.10337214 0.12247765 0.12226638 0.00654816 0.14715187 0.02282977
 0.00211989 0.04287548 0.02991052 0.08502149 0.11663642 0.03871624
 0.03047385 0.09437505 0.03522508]",0.2892304735960589,15
838,"[0.2301186  0.00963609 0.11776893 0.01160113 0.01878835 0.08928064
 0.03630251 0.09129634 0.01123087 0.11866024 0.01731476 0.0311243
 0.11000969 0.03079303 0.07607451]",0.1224788801090552,15
839,"[0.01193011 0.00281811 0.06082155 0.21423826 0.00887704 0.02889373
 0.05159821 0.01027083 0.09573921 0.00846926 0.09191825 0.03691327
 0.00889118 0.23382208 0.13479892]",0.1123216275710311,15
840,"[1.48849675e-04 2.52621846e-02 3.01494881e-02 2.07372303e-01
 3.53804187e-02 1.28037705e-01 2.14085945e-01 4.64078965e-02
 7.81982589e-03 1.53417549e-01 1.05456496e-02 1.43254905e-02
 2.93455556e-02 5.35514016e-02 4.41497370e-02]",0.0068772699514355,15
841,"[0.04430575 0.04012287 0.00277418 0.08813725 0.05433066 0.07200548
 0.10147498 0.03155693 0.02384284 0.02744546 0.04218586 0.01145763
 0.19955986 0.15522108 0.10557918]",0.1601144118804639,15
842,"[0.03991531 0.10035039 0.01755654 0.35223008 0.00107853 0.13109202
 0.01864553 0.02470403 0.03564897 0.00506127 0.07179742 0.0511452
 0.09641599 0.05329304 0.00106569]",0.1980117262119267,15
843,"[0.02895206 0.05248571 0.11443686 0.01951124 0.06837866 0.04861085
 0.09018941 0.0971149  0.05341429 0.03358452 0.03111483 0.00817173
 0.04344835 0.12864899 0.18193762]",0.0814020693266005,15
844,"[0.09744522 0.02093515 0.03645884 0.06123103 0.1716615  0.04818024
 0.00742557 0.10233031 0.06354981 0.09510775 0.09332857 0.15644425
 0.01421039 0.00085271 0.03083866]",0.0353298642826651,15
845,"[0.03426004 0.05405177 0.14870578 0.01157477 0.04503188 0.00303432
 0.01918748 0.20445683 0.16503873 0.13441092 0.01842828 0.10282114
 0.01666636 0.02104908 0.02128261]",0.1533063985606191,15
846,"[0.23895474 0.00958851 0.00387423 0.27036496 0.10937651 0.02054715
 0.00067946 0.04240531 0.02285379 0.05403287 0.04760006 0.06791706
 0.01676892 0.09149545 0.00354098]",0.0652828721995479,15
847,"[0.11718937 0.00592257 0.00421003 0.04918587 0.0059033  0.04784061
 0.05382475 0.00405514 0.07434765 0.03355408 0.06344645 0.08645227
 0.23284074 0.09409489 0.12713226]",0.1245422360870301,15
848,"[0.03755542 0.0302635  0.03914382 0.02648153 0.00491452 0.0275823
 0.01773408 0.07494743 0.06117619 0.10304452 0.17118175 0.01278385
 0.07853813 0.04553891 0.26911405]",0.2044760100159198,15
849,"[0.02983679 0.0036     0.05739113 0.01916681 0.00915431 0.01280728
 0.16855912 0.17384997 0.12124265 0.04109447 0.06796631 0.05417442
 0.16990997 0.02263813 0.04860862]",0.1651292108467945,15
850,"[0.00814431 0.03057355 0.04985643 0.0490572  0.08925129 0.19218611
 0.02078869 0.01313056 0.02765292 0.11806451 0.11620547 0.05033086
 0.12489453 0.01083755 0.09902602]",0.2158404223409376,15
851,"[0.15863074 0.03919137 0.0245201  0.01863672 0.09738195 0.05440405
 0.16638447 0.14745587 0.05124014 0.04375942 0.12143922 0.02591381
 0.00690015 0.04063331 0.00350867]",0.1540563333295983,15
852,"[0.01084089 0.1880218  0.02501718 0.06995865 0.11488224 0.19172633
 0.05337204 0.01939838 0.04357419 0.16106319 0.01277626 0.07403848
 0.00646125 0.01891073 0.00995839]",0.1606055514469577,15
853,"[0.00731384 0.04559058 0.02081927 0.02801509 0.07242571 0.20925308
 0.0560982  0.17516105 0.00444479 0.11145208 0.09823788 0.03501616
 0.02931181 0.08225811 0.02460237]",0.1633517130472782,15
854,"[0.03186726 0.05788168 0.07545907 0.11078876 0.02375169 0.08284436
 0.15094951 0.03170781 0.01349735 0.150493   0.00153425 0.00790298
 0.16027167 0.00671033 0.09434028]",0.1913677241536536,15
855,"[0.01540918 0.03901218 0.08980429 0.23304215 0.1059688  0.01374946
 0.05682901 0.02312588 0.0170231  0.10663031 0.00825357 0.07875498
 0.13216592 0.06639702 0.01383415]",0.0931942827829941,15
856,"[0.0015613  0.00111697 0.09601019 0.02755791 0.03750278 0.02461595
 0.11502938 0.07852888 0.03482187 0.0402957  0.19477269 0.1336451
 0.06442211 0.06542874 0.08469043]",0.0568068053771842,15
857,"[0.06988717 0.08111707 0.10282537 0.07170617 0.0368069  0.00922412
 0.0078611  0.08884052 0.23380563 0.03756278 0.01627783 0.01590586
 0.05483326 0.01863424 0.15471199]",0.2571370447080833,15
858,"[0.05694582 0.04819319 0.06659107 0.25340819 0.00037623 0.015121
 0.0292993  0.0668375  0.04718825 0.03043929 0.12224767 0.00425759
 0.04857557 0.02531976 0.18519961]",0.176193176836838,15
859,"[0.23636628 0.01000817 0.07259632 0.12998033 0.08551754 0.02089448
 0.02200313 0.01420735 0.10596523 0.0322991  0.09090427 0.10731352
 0.01533885 0.03950609 0.01709936]",0.0672525765237558,15
860,"[0.02649972 0.15915414 0.03010913 0.03152532 0.244814   0.08384631
 0.1628211  0.06646472 0.01213493 0.04120546 0.01751391 0.01394977
 0.05702926 0.00762872 0.04530351]",0.2071027907570765,15
861,"[0.01230063 0.03789229 0.09313246 0.01126194 0.05185744 0.01546584
 0.2198007  0.00458211 0.05289558 0.1105406  0.04303722 0.20791613
 0.01880102 0.02101595 0.0995001 ]",0.0807924311812143,15
862,"[0.07415199 0.08672615 0.08092565 0.00370884 0.06624362 0.14003914
 0.07670115 0.00792684 0.00774303 0.13320415 0.02371712 0.10556264
 0.00363241 0.03515584 0.15456144]",0.062961629185966,15
863,"[0.03505978 0.01405075 0.11584974 0.25255047 0.03637881 0.02782093
 0.10166769 0.01753618 0.00725494 0.05163871 0.03703791 0.0371567
 0.06084371 0.11039216 0.09476153]",0.2386394506176091,15
864,"[0.02233748 0.27130699 0.01573537 0.10255905 0.00815308 0.0991489
 0.05182833 0.03259687 0.11106021 0.01771547 0.12980473 0.04014166
 0.0283941  0.06275191 0.00646585]",0.1761884589425263,15
865,"[0.1461394  0.01449248 0.19400976 0.0645694  0.15625819 0.08478545
 0.01363691 0.01080358 0.04904212 0.04066133 0.08494213 0.06706685
 0.01979455 0.02030017 0.03349767]",0.0702962740627396,15
866,"[0.14714669 0.09923088 0.01002902 0.15146634 0.03348963 0.18850109
 0.00146284 0.05368504 0.1068759  0.01310219 0.03034091 0.05008189
 0.04702248 0.01726901 0.05029608]",0.1038083193832306,15
867,"[0.0570213  0.09384577 0.00216714 0.21767856 0.02599889 0.02703238
 0.17709894 0.03136114 0.01102224 0.19112966 0.01539828 0.01044188
 0.07008318 0.02593286 0.04378778]",0.3316352871142419,15
868,"[0.01291422 0.15626602 0.03471616 0.01968523 0.04672196 0.07020596
 0.08481094 0.05048572 0.13399062 0.04155428 0.04017111 0.11364412
 0.14476708 0.01684786 0.03321874]",0.1861633889205093,15
869,"[0.13026259 0.00883235 0.05962951 0.20729068 0.03492011 0.0703166
 0.01160221 0.02735925 0.26616688 0.09610191 0.05186141 0.00667288
 0.02382941 0.00091601 0.00423821]",0.1782801631525427,15
870,"[0.10274966 0.27580631 0.01456195 0.00977034 0.07553973 0.08919535
 0.07722329 0.00210462 0.05978012 0.00718532 0.02693042 0.06640047
 0.01210992 0.05440846 0.12623404]",0.193532501108532,15
871,"[0.01813697 0.01274362 0.00749406 0.12515013 0.05502783 0.06716823
 0.13296042 0.05125031 0.35374395 0.02158698 0.00714186 0.04775472
 0.0511474  0.01786334 0.0308302 ]",0.3408591659013061,15
872,"[0.11594497 0.1617959  0.00129106 0.01973023 0.00425015 0.04148343
 0.00157241 0.09564955 0.08268631 0.08527107 0.04864242 0.13791049
 0.07658539 0.0315711  0.09561551]",0.0582544787570225,15
873,"[0.06592177 0.04773098 0.14006481 0.03253524 0.01627115 0.0610709
 0.04301216 0.09574657 0.13738743 0.14820579 0.02036914 0.00993669
 0.01310093 0.10440147 0.06424498]",0.0725390997471273,15
874,"[0.00683313 0.2035322  0.0119756  0.03962461 0.19486331 0.00302463
 0.01521262 0.04175752 0.01613283 0.03004191 0.16821992 0.08360168
 0.03516569 0.0719925  0.07802185]",0.1536027877531275,15
875,"[0.1557743  0.00219507 0.02268693 0.04674396 0.12102981 0.05910545
 0.00945803 0.00089203 0.0631456  0.03660005 0.04845051 0.13090517
 0.06806497 0.04432634 0.19062175]",0.0656227087274778,15
876,"[0.05038633 0.08404774 0.00955129 0.13130763 0.11236958 0.01390984
 0.00826916 0.01184808 0.10965021 0.24029674 0.07269518 0.01385297
 0.03077992 0.06370178 0.04733356]",0.1524642325921697,15
877,"[0.181203   0.01213152 0.08303236 0.12016695 0.20349904 0.02576108
 0.03130766 0.0613511  0.00788857 0.00786331 0.02869656 0.06925586
 0.10175201 0.01962933 0.04646165]",0.1667700139441276,15
878,"[0.11505927 0.03590335 0.03909252 0.04739917 0.09507322 0.02868704
 0.14334894 0.00294981 0.02479029 0.00302104 0.24736228 0.0410144
 0.01090105 0.07228242 0.0931152 ]",0.2674201388629515,15
879,"[0.10850003 0.06200099 0.15386763 0.10736871 0.00815767 0.02590385
 0.04067388 0.04764965 0.03011428 0.11846718 0.03427025 0.05548494
 0.06016926 0.11783562 0.02953604]",0.17788225015174,15
880,"[0.22828644 0.10883281 0.01002825 0.00175788 0.08167551 0.04754047
 0.04012147 0.11529079 0.00546772 0.0111262  0.1365679  0.04236658
 0.03868431 0.01875916 0.1134945 ]",0.2198449933945587,15
881,"[0.03700223 0.03485461 0.03543954 0.07431303 0.10730798 0.12552047
 0.10684997 0.02476388 0.09332517 0.05783022 0.00255786 0.18212519
 0.0322648  0.08476744 0.00107763]",0.0849963736294484,15
882,"[0.06121254 0.19100596 0.04502291 0.09150789 0.01067075 0.12328274
 0.00687701 0.03165255 0.02185419 0.04788477 0.01004081 0.00870226
 0.03386586 0.04660795 0.2698118 ]",0.2722982019522386,15
883,"[0.08368266 0.09914502 0.12635819 0.03496502 0.00339749 0.08964911
 0.00717565 0.05710568 0.06055169 0.01229269 0.04458674 0.04493554
 0.09184467 0.13172728 0.11258258]",0.0395246133192867,15
884,"[0.11668365 0.06907195 0.01780897 0.01664824 0.0022855  0.09771707
 0.18186777 0.05808664 0.11308737 0.02027973 0.15250912 0.00801561
 0.05037802 0.07324593 0.02231442]",0.0560693929989095,15
885,"[0.01053148 0.11333366 0.00072367 0.04960499 0.36284154 0.04098002
 0.02199281 0.06133022 0.02026197 0.0241215  0.08874201 0.01093372
 0.01991635 0.03439    0.14029608]",0.0047293173847386,15
886,"[0.00414656 0.07309568 0.11737296 0.04466255 0.00894302 0.18805044
 0.04671544 0.03312031 0.11399138 0.00100133 0.17454316 0.04541693
 0.11566045 0.00993444 0.02334535]",0.1199037305314232,15
887,"[0.03285586 0.21251182 0.24662655 0.01266666 0.03088474 0.04737258
 0.13694306 0.05212396 0.00211697 0.0868679  0.0746314  0.00128435
 0.03073287 0.03017372 0.00220756]",0.1569875766227788,15
888,"[0.00210104 0.00908382 0.05537261 0.06301568 0.26185808 0.00877217
 0.03353306 0.01464491 0.04902604 0.02364798 0.1494812  0.01912895
 0.06477269 0.11466791 0.13089386]",0.076159692374231,15
889,"[0.02138189 0.06442355 0.07779825 0.04362973 0.16289294 0.08876649
 0.03348701 0.07831695 0.06533688 0.17249784 0.02362652 0.02384938
 0.03810904 0.09241836 0.01346518]",0.039194961889782,15
890,"[0.01979082 0.10857947 0.11072002 0.07115077 0.0103323  0.01062937
 0.05494644 0.18538572 0.14997333 0.02811855 0.00083481 0.04255842
 0.08395238 0.02626198 0.09676562]",0.0347878737753915,15
891,"[0.08864573 0.01586628 0.15180077 0.05314329 0.02215791 0.02255678
 0.00954705 0.15949138 0.03975285 0.0577761  0.02095248 0.18931731
 0.08786059 0.06623312 0.01489835]",0.1952320381929573,15
892,"[0.05558123 0.05757778 0.02336419 0.01316635 0.10408456 0.13232741
 0.0627342  0.07514008 0.0852969  0.06219555 0.05133675 0.04184154
 0.13925689 0.05979823 0.03629833]",0.0865151345121689,15
893,"[0.13298741 0.09427507 0.02224537 0.03000774 0.02880045 0.06612777
 0.0238835  0.04167885 0.00489751 0.15362657 0.00839114 0.12260993
 0.02667208 0.0017073  0.2420893 ]",0.0122104182874848,15
894,"[0.01168353 0.00343612 0.14410994 0.0158346  0.0178652  0.00851183
 0.24768475 0.02501391 0.01831673 0.11636356 0.10160603 0.04366745
 0.03067146 0.20193187 0.01330301]",0.3515071390725135,15
895,"[0.02973128 0.01885128 0.01485691 0.07503753 0.09687952 0.06066345
 0.06088287 0.10030158 0.16459609 0.03490276 0.00828805 0.03684917
 0.06241503 0.12080001 0.11494446]",0.1484822981319066,15
896,"[0.2183295  0.02558524 0.0113189  0.04625191 0.10121324 0.00826155
 0.01925007 0.00034292 0.15569857 0.0005146  0.00146491 0.06293543
 0.27116237 0.05622942 0.02144136]",0.262924061640639,15
897,"[0.02165265 0.11319798 0.00159425 0.06729415 0.06561883 0.03787097
 0.06952436 0.15108219 0.03055519 0.00982995 0.064414   0.10142734
 0.15532898 0.07477132 0.03583783]",0.1335899010765346,15
898,"[0.02356872 0.01668738 0.05112659 0.14915408 0.14116647 0.03214182
 0.231007   0.00159929 0.06985565 0.03260076 0.05797422 0.05697289
 0.01914402 0.01767926 0.09932187]",0.0060277385480195,15
899,"[0.13703513 0.157414   0.06514178 0.01891769 0.08765372 0.0243513
 0.01938091 0.00019323 0.03195292 0.0231847  0.02511134 0.13523964
 0.0983789  0.11310681 0.06293793]",0.2822045278168606,15
900,"[0.00941515 0.04721681 0.00355412 0.03889501 0.049357   0.00684426
 0.0187211  0.03058372 0.01086255 0.06898777 0.08719157 0.0641455
 0.00085905 0.04082983 0.07300444 0.16567976 0.04387797 0.08171959
 0.14934741 0.00890739]",0.0226200067434826,20
901,"[0.01214881 0.04393714 0.02445995 0.03037349 0.08482452 0.05701955
 0.03642761 0.00679912 0.05189493 0.02031547 0.01362236 0.13972186
 0.0841045  0.15522127 0.09775823 0.04273529 0.03329043 0.02440731
 0.01320903 0.02772912]",0.1069413875898058,20
902,"[0.06777928 0.03400321 0.1075404  0.03602929 0.06717295 0.14992323
 0.01865778 0.06065789 0.03419643 0.01541782 0.07958883 0.12515224
 0.00055458 0.01111074 0.01305497 0.01946291 0.01652713 0.0651675
 0.01279428 0.06520853]",0.3969410297203067,20
903,"[0.10500236 0.22647117 0.02392534 0.00692256 0.04411984 0.02476978
 0.0175398  0.03997362 0.00760738 0.0401412  0.00278983 0.03932213
 0.04836188 0.05617647 0.0100359  0.06962708 0.00371732 0.07785484
 0.01142844 0.14421304]",0.3028394210250508,20
904,"[0.03616379 0.04862742 0.02320169 0.07895893 0.08463097 0.01243479
 0.00054577 0.0005409  0.07888715 0.06156979 0.03684695 0.00940147
 0.0384369  0.01650854 0.07666926 0.02674194 0.12602938 0.09102918
 0.14568261 0.00709257]",0.0997565021216159,20
905,"[0.01909756 0.06017547 0.00037111 0.00753538 0.0351997  0.00680163
 0.01940219 0.0988313  0.00068806 0.00320878 0.02067236 0.29806422
 0.00148869 0.12738642 0.034541   0.08808373 0.03005363 0.107711
 0.02474808 0.0159397 ]",0.327638018336781,20
906,"[0.06429453 0.0279338  0.02520222 0.06280692 0.03596957 0.06810296
 0.07365853 0.13923014 0.04301385 0.08021108 0.00205996 0.12729583
 0.0396553  0.01284281 0.02709867 0.03278447 0.02410462 0.01397152
 0.03516151 0.06460171]",0.0391020925464136,20
907,"[0.00776869 0.02609951 0.05702478 0.01337793 0.05530165 0.01895216
 0.05562375 0.01048535 0.00341002 0.13963336 0.02288074 0.04949453
 0.17833973 0.0223894  0.03049772 0.0200456  0.00829085 0.03970024
 0.21551365 0.02517034]",0.2771928282708824,20
908,"[7.37514606e-02 2.17795494e-03 1.01212088e-01 3.37180767e-02
 3.88756998e-02 3.12544563e-02 6.65815687e-02 1.86576045e-03
 2.78471009e-02 1.28550423e-02 1.09327680e-01 1.02100347e-02
 3.18236659e-02 2.20100047e-02 2.24029717e-02 1.77978937e-02
 1.32215223e-01 1.01531850e-04 6.20319773e-02 2.01939809e-01]",0.1265760702277582,20
909,"[4.43511011e-02 3.45294413e-01 1.46991169e-01 2.52666587e-03
 1.24281553e-02 5.46171024e-02 8.75069680e-03 7.52984706e-02
 6.60759207e-03 1.39056197e-02 8.11164016e-02 9.45429294e-03
 4.99560749e-02 4.19771912e-03 1.92337043e-04 7.67985994e-03
 3.34523938e-03 1.65833913e-02 5.26746960e-02 6.40290014e-02]",0.2090507453352414,20
910,"[0.1143301  0.05041518 0.01494649 0.04915014 0.01253128 0.04064527
 0.05221875 0.05188184 0.02922694 0.0064005  0.05191272 0.10911982
 0.03478389 0.01047933 0.08728187 0.00880034 0.21088651 0.05928452
 0.00322154 0.00248296]",0.2220302240589822,20
911,"[0.07275977 0.03570763 0.01773139 0.14842958 0.01782298 0.08540695
 0.05072701 0.04310932 0.00403827 0.24897844 0.01970937 0.01836796
 0.02029543 0.06255952 0.01822561 0.00303945 0.04479793 0.00056099
 0.06336095 0.02437146]",0.1794552178674563,20
912,"[0.02348443 0.00326043 0.08247872 0.07135451 0.06941602 0.27609002
 0.02177976 0.0051902  0.06071011 0.11069975 0.05873233 0.00945839
 0.01550203 0.0496328  0.01421941 0.00963066 0.0181196  0.01698757
 0.03983515 0.0434181 ]",0.3164609513244161,20
913,"[0.01214436 0.0166585  0.01140008 0.01062683 0.13284285 0.00941636
 0.01284131 0.02931389 0.00908049 0.01436799 0.01877441 0.1194904
 0.00231073 0.02677298 0.1082935  0.02830756 0.01967436 0.11292249
 0.28271603 0.02204487]",0.273106507554043,20
914,"[0.00210892 0.01343792 0.00118473 0.03449299 0.10120173 0.00700733
 0.00046612 0.00552093 0.04037418 0.02357429 0.00854603 0.00856095
 0.06848578 0.10317665 0.02391107 0.15614817 0.04563059 0.13565574
 0.03402614 0.18648973]",0.1171836741371252,20
915,"[0.00719191 0.07512884 0.00213141 0.01824747 0.03860604 0.05024462
 0.0089537  0.00337    0.00958931 0.03279031 0.06212252 0.21435961
 0.01369268 0.17190555 0.0766876  0.00342754 0.06209585 0.08999418
 0.0406409  0.01881996]",0.3010938141721835,20
916,"[0.03078112 0.10515814 0.03788605 0.02897813 0.02135028 0.0144461
 0.03281529 0.01357106 0.07545058 0.01466385 0.06877451 0.02740073
 0.07059292 0.1503651  0.02544325 0.10234999 0.03093678 0.00357599
 0.06551477 0.07994538]",0.1033555692665811,20
917,"[0.05079832 0.03882755 0.10703575 0.02315893 0.01501213 0.06286966
 0.0899139  0.0518556  0.01154377 0.00951194 0.06987804 0.04278485
 0.04338538 0.01196181 0.118217   0.09949991 0.03208056 0.02207455
 0.0004424  0.09914796]",0.1490641206742713,20
918,"[0.00983984 0.02326854 0.03273973 0.08190266 0.02699872 0.03675415
 0.01785005 0.0290327  0.07046313 0.00524774 0.04098978 0.00660843
 0.03479454 0.04417222 0.13955202 0.02094746 0.10336661 0.04994499
 0.06969511 0.15583159]",0.1431979326824597,20
919,"[5.20817112e-02 2.60920401e-02 7.73195566e-05 1.94396981e-02
 2.98056273e-03 9.18976940e-02 2.61610364e-02 3.25197697e-02
 1.07553358e-01 3.48277356e-02 6.63013260e-03 2.50295096e-02
 4.67081637e-02 7.55365527e-02 2.11268200e-02 3.76277024e-03
 1.47685276e-02 3.92547754e-02 2.12979509e-01 1.60572314e-01]",0.0442658467974961,20
920,"[0.04214024 0.24900026 0.00236297 0.10757828 0.01653303 0.02005565
 0.04328489 0.04118311 0.04990154 0.02983243 0.00174804 0.01969821
 0.01156229 0.00280367 0.09164535 0.07499741 0.00119427 0.03354234
 0.13496767 0.02596835]",0.3313855842796832,20
921,"[0.02259601 0.02469608 0.0305841  0.07909141 0.02338436 0.12100921
 0.06212232 0.06755003 0.02919706 0.16810929 0.0143303  0.05206614
 0.00543556 0.02135911 0.03219797 0.00893973 0.02864376 0.08646187
 0.11424243 0.00798325]",0.2332144128780949,20
922,"[0.04066984 0.01432819 0.12382645 0.09467536 0.2233844  0.02653758
 0.02321948 0.00526483 0.03123339 0.04459596 0.0400738  0.04207087
 0.00461746 0.03284561 0.02944847 0.07386838 0.11115643 0.02306296
 0.00781421 0.00730634]",0.0443197942215371,20
923,"[0.01758832 0.08665351 0.05072929 0.04988058 0.08599083 0.03708241
 0.1129959  0.0258989  0.0139234  0.00112593 0.0030918  0.00398751
 0.00567223 0.0944083  0.00342325 0.00852643 0.13614226 0.10938526
 0.00816696 0.14532695]",0.2145379084907983,20
924,"[0.0174705  0.03034528 0.02626699 0.00785411 0.02648166 0.0072937
 0.01516422 0.1103379  0.00025899 0.13214488 0.08409176 0.00448684
 0.02873634 0.00206956 0.02801674 0.25724171 0.11605242 0.0912959
 0.01296237 0.00142814]",0.2413442610013944,20
925,"[0.08403136 0.04726849 0.06410348 0.03063536 0.08106923 0.00290516
 0.09063291 0.00584805 0.06098311 0.0301432  0.03138478 0.04433098
 0.0397569  0.01765021 0.00125385 0.03373993 0.03891116 0.08699329
 0.19794793 0.01041063]",0.0985960653878089,20
926,"[0.0515774  0.04334491 0.04842702 0.09682473 0.02044396 0.04656115
 0.00359209 0.00269218 0.15117933 0.06213715 0.05300549 0.01315878
 0.01052315 0.03609978 0.04291671 0.07452391 0.03750279 0.19243227
 0.00514395 0.00791327]",0.2113149806735212,20
927,"[0.16491636 0.03556515 0.03242436 0.0616848  0.04523341 0.10304885
 0.05148023 0.00611646 0.02970357 0.04760739 0.00464665 0.05154435
 0.05800919 0.02296871 0.04014427 0.0002612  0.10873797 0.04270238
 0.08949358 0.00371111]",0.1529250405870634,20
928,"[0.04095238 0.023911   0.0018789  0.16863989 0.04167623 0.02881029
 0.00128107 0.06519195 0.01520093 0.01203563 0.15905057 0.03514493
 0.00806956 0.05306957 0.06040607 0.00258708 0.10294688 0.08200642
 0.0628376  0.03430304]",0.2401209874389002,20
929,"[0.02326193 0.00196001 0.00589808 0.06800215 0.01733678 0.04776694
 0.10175841 0.00645031 0.00772713 0.06670679 0.01220526 0.10511644
 0.10600893 0.02663818 0.11384638 0.02381419 0.00319876 0.0049749
 0.12140875 0.13591968]",0.208297010591786,20
930,"[0.02897661 0.00036572 0.01520435 0.06978865 0.17349179 0.10092432
 0.03993784 0.07364117 0.07696183 0.04091169 0.01927034 0.03203351
 0.12207297 0.02614276 0.09074339 0.0021654  0.01018824 0.01912567
 0.00823762 0.04981614]",0.1675342994797032,20
931,"[0.04732852 0.03222036 0.09444978 0.02021197 0.1087221  0.04212454
 0.12024013 0.04186441 0.11936791 0.00566214 0.0157878  0.02121958
 0.0209214  0.04392762 0.09556382 0.02639755 0.00023124 0.01079141
 0.01932454 0.11364318]",0.2316822669937041,20
932,"[0.12957105 0.04888468 0.02980918 0.03162541 0.06260851 0.03650092
 0.03965932 0.03759133 0.00262158 0.00468982 0.07183398 0.11469048
 0.03744137 0.0179627  0.10058047 0.03230739 0.08923965 0.06698973
 0.04272827 0.00266414]",0.1394589412735277,20
933,"[0.14763499 0.0451491  0.07118993 0.03900678 0.02317503 0.01092088
 0.01100581 0.02048041 0.01068929 0.05869065 0.00630528 0.11519471
 0.12713852 0.01216169 0.04212135 0.0150258  0.00434223 0.11176152
 0.01574752 0.1122585 ]",0.0742886451951943,20
934,"[0.11505194 0.03047609 0.05848383 0.03906496 0.02129632 0.02072524
 0.00554183 0.00388472 0.02762241 0.08338774 0.06481621 0.22299815
 0.0318625  0.00971142 0.04431782 0.00550592 0.14021099 0.00141645
 0.05769547 0.01592998]",0.0960733970367325,20
935,"[0.03838875 0.00782467 0.01981115 0.02654852 0.0051603  0.03581007
 0.0383023  0.0454614  0.05792186 0.00801489 0.17303744 0.0078656
 0.04457507 0.00521529 0.15154777 0.10504885 0.06505558 0.06821769
 0.02744029 0.06875251]",0.2907529182170969,20
936,"[0.23014226 0.00606746 0.00073914 0.00119271 0.1212777  0.15153049
 0.03012206 0.00458444 0.02426074 0.03211965 0.08734741 0.02182442
 0.06288366 0.00029639 0.01726885 0.01021039 0.01241834 0.10454676
 0.04129575 0.03987137]",0.1225869675300407,20
937,"[0.0131767  0.09677783 0.01977084 0.04260117 0.03280211 0.00518383
 0.16621867 0.04643042 0.15531536 0.00186987 0.02224109 0.10697868
 0.06425015 0.06629979 0.02678033 0.02303225 0.05623153 0.00373675
 0.0021746  0.04812802]",0.1034192497503447,20
938,"[0.02589796 0.07614688 0.02124051 0.08169123 0.00865639 0.03382996
 0.24764741 0.03648807 0.04054711 0.11010021 0.03646614 0.02324857
 0.041042   0.02881359 0.0347267  0.01171608 0.02332228 0.08962796
 0.02532817 0.00346278]",0.3210059809560395,20
939,"[0.01879833 0.01611535 0.06221739 0.00479679 0.1270204  0.11435675
 0.13301342 0.1242105  0.08834069 0.0030583  0.00022491 0.11452759
 0.0637226  0.0098213  0.05539462 0.00400276 0.0036201  0.03372947
 0.00406756 0.01896117]",0.0436268571694312,20
940,"[0.01163225 0.05022499 0.03356122 0.03506434 0.04074676 0.11462579
 0.00092041 0.08306874 0.04443706 0.09101153 0.07162586 0.13427562
 0.0168538  0.02671709 0.05317385 0.01771324 0.0333896  0.03983425
 0.04620881 0.05491479]",0.1951701649726712,20
941,"[0.12670886 0.06419377 0.06885982 0.01726184 0.03844757 0.03734594
 0.03523912 0.04252576 0.02480438 0.01312215 0.02582708 0.01299943
 0.02113252 0.0635888  0.21890486 0.00211709 0.07633479 0.06656989
 0.01167178 0.03234453]",0.281529204798549,20
942,"[0.08059835 0.01277557 0.02926185 0.10204927 0.01324296 0.0361342
 0.04714079 0.02284317 0.07897503 0.12107295 0.00258263 0.10314471
 0.08882564 0.04728674 0.10033337 0.02326406 0.00743207 0.04087594
 0.03677036 0.00539034]",0.0044596783375251,20
943,"[1.35940102e-01 5.48970005e-02 2.43642733e-03 3.66832917e-02
 3.34720398e-02 5.40244048e-02 1.09865010e-01 2.92398959e-02
 2.37399184e-03 1.82786123e-01 6.03161313e-05 3.83375513e-02
 3.88040197e-02 9.92357967e-03 9.26935469e-02 4.31885461e-02
 3.60479038e-02 2.16382884e-02 4.14838984e-02 3.61040627e-02]",0.1448846012985976,20
