index,w,w_mado,d
96,[0.53502793 0.07605045 0.36325695 0.00693051 0.01873416],0.086069138830111,5
97,[0.13623879 0.09767781 0.67143417 0.06286426 0.03178496],0.2837907692784328,5
98,[0.24970125 0.47963304 0.10149825 0.13698183 0.03218563],0.1009615557291326,5
99,[0.26563425 0.05030648 0.19454281 0.16969464 0.31982183],0.0978158315258482,5
100,[0.07488769 0.33017442 0.10663953 0.30999564 0.17830272],0.1558704005620209,5
101,[0.20515825 0.10717383 0.2028522  0.33417407 0.15064165],0.0594269161856419,5
102,[0.07428954 0.07412081 0.50482715 0.26861225 0.07815025],0.2337526689803042,5
103,[0.29234943 0.00130643 0.10573237 0.39031421 0.21029755],0.0426116810733568,5
104,[0.15874451 0.0059836  0.13771942 0.61480022 0.08275225],0.0002727562796273,5
105,[0.02116108 0.32991338 0.00236011 0.33276483 0.31380061],0.0241778749617816,5
106,[0.15958628 0.17783077 0.3583489  0.04233924 0.26189481],0.0493592795186536,5
107,[0.17689068 0.02755775 0.20943025 0.22358802 0.36253329],0.2082316737052427,5
108,[0.03845074 0.49540362 0.27051031 0.10851366 0.08712166],0.0510899723773051,5
109,[0.04732243 0.01261125 0.26307739 0.49183982 0.18514911],0.036010082431065,5
110,[0.05571458 0.32999006 0.48705772 0.0227837  0.10445393],0.0754505128645248,5
111,[0.17990458 0.0306883  0.31827158 0.36995823 0.1011773 ],0.0178346933542835,5
112,[0.20155488 0.40000676 0.24083461 0.11894307 0.03866067],0.0240512456523017,5
113,[0.03584851 0.1206399  0.04415263 0.05341906 0.74593989],0.5183196446806653,5
114,[0.42459212 0.14345249 0.11858733 0.0164904  0.29687767],0.1173638294310915,5
115,[0.28106946 0.03179201 0.05358024 0.32608993 0.30746836],0.0003069793904457,5
116,[0.17359179 0.40755327 0.00071272 0.0721463  0.34599592],0.0367377474017586,5
117,[0.05433589 0.3528146  0.28354268 0.27866874 0.03063808],0.0399718552740485,5
118,[0.24458194 0.1699214  0.20197988 0.0627908  0.32072599],0.1484095344839426,5
119,[0.07208693 0.38071452 0.26932943 0.16266422 0.1152049 ],0.1871467445014162,5
120,[0.16857043 0.19336281 0.47747483 0.0304383  0.13015363],0.2208603340034723,5
121,[0.21140908 0.23197168 0.26883248 0.11188124 0.17590551],0.0116793549403577,5
122,[0.09060737 0.40578773 0.24041997 0.00348977 0.25969516],0.0109833961009561,5
123,[0.17157169 0.01376437 0.20637692 0.3633075  0.24497952],0.101211214490464,5
124,[0.20601377 0.12077453 0.29216085 0.07550818 0.30554267],0.0078979045473868,5
125,[0.4258726  0.01189135 0.21967157 0.05491179 0.28765269],0.0169528086718799,5
126,[0.01685993 0.0489794  0.38101399 0.09750785 0.45563882],0.0541229719036388,5
127,[0.06701009 0.32774296 0.04694259 0.42983282 0.12847154],0.2679096521218479,5
128,[0.19362134 0.04254665 0.38968775 0.27192346 0.1022208 ],0.0124680802427632,5
129,[0.03236165 0.19562533 0.10578883 0.424207   0.24201719],0.0135870754985151,5
130,[0.15708228 0.38505525 0.01808852 0.33718739 0.10258656],0.0386263687349981,5
131,[0.21471687 0.16370563 0.09260916 0.50243275 0.02653559],0.0206391615775495,5
132,[0.3284423  0.0953582  0.29337704 0.05797    0.22485246],0.0222456664889074,5
133,[0.06496214 0.0505839  0.37393599 0.27956151 0.23095645],0.0618993757958694,5
134,[0.24949571 0.02392784 0.22835535 0.46083275 0.03738835],0.0678332983784683,5
135,[0.08730121 0.07629792 0.61501123 0.14564248 0.07574717],0.0864724118692846,5
136,[0.0547881  0.05014924 0.69201324 0.11050896 0.09254046],0.1346980059358868,5
137,[0.52842713 0.15117482 0.16399128 0.02563432 0.13077245],0.0055197603815348,5
138,[0.33671548 0.04318442 0.04796589 0.42701841 0.14511579],0.0764938808583474,5
139,[0.18096987 0.16269744 0.45859112 0.15811718 0.03962438],0.1113591186647474,5
140,[0.16568371 0.1458534  0.10385426 0.13014508 0.45446356],0.0101355350325838,5
141,[0.00359088 0.39303605 0.15658307 0.30924755 0.13754246],0.002325004213743,5
142,[0.40305955 0.29202324 0.07008296 0.04181501 0.19301924],0.0386832441484544,5
143,[0.23708536 0.18148087 0.29929273 0.02455475 0.25758629],0.0314963007470039,5
144,[0.39236559 0.10711914 0.1584732  0.30119225 0.04084983],0.0806486476257803,5
145,[0.0593333  0.00443259 0.20439625 0.5187467  0.21309115],0.1112090093280536,5
146,[0.06844671 0.20089293 0.1196717  0.29446825 0.3165204 ],0.0652861682640315,5
147,"[3.53034342e-04 1.15814492e-01 8.25576366e-01 3.46689748e-02
 2.35871330e-02]",0.3568122003580143,5
148,[0.26724094 0.28516    0.081478   0.14477288 0.22134818],0.0690754301252921,5
149,[0.04055132 0.60550226 0.25355545 0.05770441 0.04268655],0.0841192131757123,5
150,[0.08716977 0.04903396 0.70930961 0.02494597 0.12954069],0.4027288836270669,5
151,[0.11677076 0.06947788 0.16445961 0.40276662 0.24652513],0.0580258044296325,5
152,[0.22392054 0.20809475 0.18728826 0.35770696 0.02298949],0.0204041320010876,5
153,[0.12545045 0.08555505 0.18700147 0.20327208 0.39872094],0.0492048509100444,5
154,[0.15301642 0.33058894 0.06493098 0.14195629 0.30950737],0.1480462900063371,5
155,[0.12273602 0.0459829  0.08589109 0.31456165 0.43082835],0.0992926973119089,5
156,[0.11831432 0.17249587 0.34872707 0.26863963 0.09182311],0.0137601439534066,5
157,[0.37567236 0.129342   0.10810826 0.04312092 0.34375645],0.0402835210796728,5
158,[0.13108119 0.04104898 0.48026399 0.30721639 0.04038945],0.0497843062116089,5
159,[0.10828613 0.32447096 0.43367336 0.02742102 0.10614853],0.0693427444861228,5
160,[0.16764593 0.04213296 0.423072   0.17022002 0.1969291 ],0.0782508122824857,5
161,[0.14524351 0.03357782 0.02505699 0.70263716 0.09348451],0.075575163676513,5
162,[0.04589105 0.01983756 0.18174128 0.55222018 0.20030993],0.0650231162608564,5
163,[0.34584228 0.00339906 0.32393515 0.16461424 0.16220927],0.0627297209534335,5
164,[0.02800529 0.12138394 0.03577093 0.00441127 0.81042857],0.4601373206746984,5
165,[0.0046496  0.39099481 0.56852365 0.0259758  0.00985615],0.0802862870123445,5
166,[0.20558971 0.56578437 0.01847271 0.10505951 0.1050937 ],0.2311156334443123,5
167,[0.47248636 0.27397019 0.16241638 0.04566786 0.04545921],0.0453704443499598,5
168,[0.64105008 0.05003708 0.24103715 0.04885244 0.01902325],0.0308171458711191,5
169,[0.25818879 0.02488919 0.176242   0.43494202 0.105738  ],0.0565607682587399,5
170,[0.37919575 0.16566347 0.03931274 0.13789546 0.27793258],0.102682020283366,5
171,[0.19381348 0.0691381  0.47724527 0.03148977 0.22831338],0.0677958183801255,5
172,[0.01906001 0.2789174  0.06624183 0.62152835 0.01425242],0.1592610832617163,5
173,[0.52638771 0.29012649 0.05689561 0.03965057 0.08693962],0.0362650343305256,5
174,[0.24235716 0.08918143 0.43172149 0.22491145 0.01182848],0.1183027228631114,5
175,[0.24737537 0.04075926 0.29005778 0.28473747 0.13707011],0.0762652281886358,5
176,[0.0542678  0.26960338 0.33507843 0.13554942 0.20550096],0.0803010960559992,5
177,[0.27863097 0.35036079 0.21984689 0.05510861 0.09605274],0.0602814539743832,5
178,[0.0707269  0.06052124 0.07155509 0.42891699 0.36827978],0.1731933691250277,5
179,[0.01983905 0.35796069 0.02020464 0.16651653 0.43547908],0.1131257406819526,5
180,[0.01215488 0.1100812  0.14150634 0.55874049 0.17751709],0.0576000888804768,5
181,[0.29154786 0.06841091 0.13931486 0.31207761 0.18864877],0.0672232428366578,5
182,[0.43143711 0.08353614 0.15670145 0.28632155 0.04200375],0.05671191193932,5
183,[0.1028307  0.48907198 0.19299803 0.0008669  0.21423239],0.083882716925764,5
184,[0.36379736 0.04427876 0.37396044 0.19190966 0.02605378],0.0595809961467052,5
185,[0.44985697 0.04969007 0.04882908 0.29477326 0.15685062],0.1206122236666899,5
186,[0.13596088 0.06438942 0.61530747 0.17427306 0.01006917],0.0001353617942779,5
187,[0.11798443 0.26770023 0.16240518 0.37169565 0.08021451],0.0058900966557853,5
188,[0.0569186  0.11782879 0.36495174 0.21404117 0.2462597 ],0.0267840605365128,5
189,[0.0043092  0.61577908 0.07176368 0.07493285 0.2332152 ],0.1942358027398416,5
190,[0.07149702 0.16870533 0.02111323 0.06694779 0.67173664],0.0515349145213029,5
191,[0.158843   0.15454687 0.3348813  0.0970817  0.25464712],0.189896291757013,5
192,[0.02783407 0.10369989 0.11204503 0.21520778 0.54121324],0.1283074510423996,5
193,[0.14612138 0.23989989 0.11561429 0.46809524 0.03026921],0.0361777563788862,5
194,[0.16835331 0.24398156 0.03296607 0.42785417 0.12684489],0.0170299503459709,5
195,[0.05104861 0.38956097 0.42131987 0.1109787  0.02709185],0.0975260360813209,5
196,[0.02587643 0.41091535 0.32315799 0.19310339 0.04694685],0.1152365889431602,5
197,[0.11290434 0.05970272 0.13807739 0.52978632 0.15952923],0.0220293996197716,5
198,[0.04986038 0.11870953 0.18157191 0.14256263 0.50729555],0.0182870321264033,5
199,[0.18763972 0.27835203 0.18462764 0.16358847 0.18579215],0.1341129448441909,5
200,[0.12218259 0.00604825 0.57276631 0.25490264 0.0441002 ],0.1385316056100332,5
201,[0.19668171 0.2286895  0.1344563  0.23518141 0.20499108],0.1258779631008716,5
202,[0.08957495 0.14699963 0.44568966 0.12615558 0.19158018],0.0995470738641177,5
203,[0.24451237 0.14814108 0.14945522 0.34918014 0.10871119],0.0398787555088202,5
204,[0.194648   0.15591704 0.49405928 0.10599365 0.04938202],0.0874663798323503,5
205,[0.25702338 0.28358381 0.00050497 0.18440148 0.27448636],0.0658111009271185,5
206,[0.08122123 0.18446344 0.157936   0.45959422 0.1167851 ],0.0402535744919291,5
207,[0.23517716 0.09461361 0.00929395 0.62869053 0.03222474],0.1765795289058247,5
208,[0.23744286 0.14648295 0.07753158 0.18429131 0.3542513 ],0.0550230088544285,5
209,[0.16192976 0.13900938 0.15934439 0.34694466 0.19277181],0.00445886958357,5
210,[0.16546218 0.32965239 0.09575847 0.00393592 0.40519105],0.1312732147854482,5
211,[0.18309431 0.01587078 0.3869863  0.05681968 0.35722894],0.0015344364777167,5
212,[0.10924876 0.02945644 0.56850103 0.26126812 0.03152565],0.0897183779246757,5
213,[0.11135407 0.42514228 0.13706857 0.09482929 0.23160579],0.0594707182393872,5
214,[0.13873314 0.44479836 0.12243839 0.11735376 0.17667635],0.0603334202185455,5
215,[0.05127827 0.38065513 0.27957112 0.06242155 0.22607393],0.0714064558379521,5
216,[0.38998565 0.02346768 0.08577671 0.43596603 0.06480393],0.179992366113565,5
217,[0.0859782  0.12683591 0.72662553 0.03960322 0.02095714],0.3404449841830214,5
218,[0.17825155 0.24831789 0.03566492 0.52566422 0.01210142],0.2173305886303254,5
219,[0.00341751 0.10571261 0.35136795 0.22208136 0.31742057],0.0369568391321397,5
220,[0.43627075 0.19158742 0.12800465 0.21042489 0.03371229],0.1613651288705419,5
221,[0.20417059 0.16729738 0.54225458 0.0061293  0.08014815],0.0046416759452451,5
222,[0.17639634 0.32949009 0.08586474 0.22435975 0.18388909],0.0828743399592345,5
223,[0.48758222 0.13776853 0.30059268 0.03091375 0.04314281],0.0627218012556133,5
224,[0.21553293 0.07733598 0.13641727 0.41887488 0.15183894],0.0932033964107998,5
225,[0.39822727 0.05138657 0.10940936 0.01719544 0.42378136],0.0735234583036878,5
226,[0.38801949 0.23662642 0.10959824 0.15176129 0.11399457],0.1384401053199791,5
227,[0.17139423 0.12504136 0.03898298 0.28705205 0.37752938],0.0457953731282102,5
228,[0.1940994  0.26768927 0.0834583  0.01266028 0.44209276],0.021571839408733,5
229,[0.01561608 0.20858655 0.2576688  0.24764706 0.27048151],0.0624316655504713,5
230,[0.45033688 0.33843216 0.10977133 0.04546676 0.05599287],0.1040410588730097,5
231,[0.09049913 0.08410998 0.29284633 0.45896822 0.07357634],7.510428260179266e-07,5
232,[0.12668127 0.26164323 0.16387046 0.2207839  0.22702114],0.0189653567055365,5
233,[0.19668903 0.26663379 0.34212848 0.13153768 0.06301102],0.1296680500804747,5
234,[0.19998277 0.03593128 0.03759378 0.51106959 0.21542258],0.0974955355448931,5
235,[0.10342726 0.04990002 0.07566321 0.64722354 0.12378596],0.2018868650288843,5
236,[0.10674121 0.67882457 0.0881032  0.08373186 0.04259916],0.2982896692115557,5
237,[0.05552846 0.39032909 0.11628661 0.42928868 0.00856715],0.0554302575438509,5
238,[0.1471673  0.25331595 0.07267268 0.00718749 0.51965658],0.1239407566656848,5
239,[0.03504617 0.11421658 0.46273717 0.23498257 0.15301751],0.1785913489330495,5
240,[0.57359851 0.04099823 0.013612   0.20185896 0.16993229],0.0529696832403792,5
241,[0.45552338 0.08266585 0.31383369 0.04335173 0.10462535],0.010631773759968,5
242,[0.07388143 0.5321338  0.00234138 0.23671318 0.15493021],0.1355088644785089,5
243,[0.33838533 0.17029069 0.02972666 0.19224268 0.26935464],0.0008740463824009,5
244,[0.38382323 0.01276776 0.08699235 0.35701435 0.15940231],0.1303629756119728,5
245,[0.09793654 0.47326879 0.01887676 0.38403898 0.02587893],0.0175097934763375,5
246,[0.29697151 0.18106116 0.00474614 0.2647091  0.25251208],0.1858152834893671,5
247,[0.05910048 0.32931569 0.00995169 0.43348009 0.16815204],0.0768853262758702,5
248,[0.1600563  0.58346484 0.06737517 0.13471359 0.05439009],0.0397223627156007,5
249,[0.18315114 0.04959635 0.34368527 0.28569553 0.13787171],0.1544949551184466,5
250,[0.1882971  0.09505457 0.23327887 0.20177464 0.28159482],0.078830242019456,5
251,[0.25554898 0.13410345 0.12059708 0.15942725 0.33032323],0.0605279582884031,5
252,[0.10297985 0.18007616 0.00377362 0.27267649 0.44049388],0.0363155763766049,5
253,[0.07311164 0.01472768 0.64448889 0.08521096 0.18246082],0.157289789812093,5
254,[0.05066967 0.1240222  0.27436495 0.17883827 0.37210491],0.0842182917478445,5
255,[0.14471547 0.22173928 0.02756488 0.26374974 0.34223064],0.0318300595372038,5
256,[0.07685665 0.51236615 0.21500536 0.02861837 0.16715346],0.049765741929418,5
257,[0.21390289 0.19676667 0.15576287 0.12549376 0.30807381],0.0409872297821415,5
258,[0.18197301 0.00857816 0.3997895  0.00340795 0.40625137],0.0406056291510996,5
259,[0.04418867 0.65990789 0.12426229 0.04820464 0.12343652],0.0436709313933741,5
260,[0.15457465 0.05214147 0.17297139 0.02761432 0.59269817],0.0106667630273033,5
261,[0.09800534 0.05217324 0.41365738 0.28208061 0.15408344],0.0654993417044069,5
262,[0.01422253 0.20261701 0.19902367 0.35210415 0.23203264],0.1790836648748258,5
263,[0.18487024 0.12136635 0.09609281 0.53697743 0.06069317],0.0685982622931032,5
264,[0.15209258 0.2238201  0.01378242 0.39781603 0.21248887],0.0572684912356147,5
265,[0.33310892 0.2477779  0.2797201  0.03296857 0.10642451],0.2399641030338343,5
266,[0.02952171 0.46701957 0.35373607 0.13088968 0.01883298],0.0761349361415174,5
267,[0.19716543 0.25849643 0.44341558 0.00632029 0.09460227],0.0517281899021545,5
268,[0.19872271 0.29808215 0.29826364 0.02265777 0.18227373],0.1038940812321542,5
269,[0.38857621 0.18756882 0.08528574 0.29342718 0.04514206],0.0072125768857807,5
270,[0.58300315 0.01186269 0.0722398  0.16716211 0.16573225],0.079933349309354,5
271,[0.57795706 0.1607123  0.11547139 0.11788772 0.02797153],0.1158965244140323,5
272,[0.23948675 0.28714467 0.28812481 0.09063758 0.0946062 ],0.007001639029558,5
273,[0.587574   0.03083345 0.00624656 0.37355016 0.00179583],0.0004122329291154,5
274,[0.19709331 0.1329655  0.54341689 0.06544006 0.06108424],0.1120801960213518,5
275,[0.03230349 0.25964291 0.19506506 0.31703265 0.19595589],0.0569515780420053,5
276,[0.57862587 0.19032086 0.07829861 0.04018557 0.1125691 ],0.2789257258397073,5
277,[0.05637548 0.54688562 0.10417042 0.0484779  0.24409059],0.0851668399631002,5
278,[0.0338159  0.02068569 0.21885484 0.14740591 0.57923767],0.0455297812010718,5
279,[0.14371398 0.28134046 0.06260755 0.50427961 0.00805841],0.1826392153172837,5
280,[0.35552896 0.03496627 0.12540262 0.28974411 0.19435804],0.0180799262463966,5
281,[0.03537108 0.2714345  0.04179838 0.20252018 0.44887585],0.0116549496627103,5
282,[0.02920229 0.34518571 0.58056148 0.02270893 0.0223416 ],0.033038721730009,5
283,[0.38978709 0.06397315 0.27599198 0.1675319  0.10271588],0.0518521497784852,5
284,[0.20151405 0.05223816 0.30603985 0.22857588 0.21163206],0.1102464598044986,5
285,[0.1498642  0.1170006  0.21211062 0.44742566 0.07359892],0.1033226517624116,5
286,[0.31673239 0.093771   0.20067651 0.2424683  0.14635179],0.2221574132017578,5
287,[0.0602221  0.04120986 0.33431734 0.48427462 0.07997609],0.3224967032955931,5
288,[0.09878713 0.23783419 0.33444918 0.09847039 0.23045912],0.0988949230054245,5
289,"[9.79463889e-02 9.52146270e-02 4.51450936e-02 8.53685528e-05
 7.61608522e-01]",0.0772468778082277,5
290,[0.04044111 0.3973909  0.11576324 0.05303071 0.39337404],0.0748856439886973,5
291,[0.34961522 0.05968747 0.26242094 0.30267603 0.02560034],0.0795177633195471,5
292,[0.22959179 0.03984507 0.64547989 0.03734472 0.04773853],0.0490883924404354,5
293,[0.28871841 0.00460163 0.36957153 0.2230447  0.11406373],0.1089537192239477,5
294,[0.0885458  0.35944317 0.14656036 0.10598421 0.29946645],0.0051229867141391,5
295,[0.03734556 0.12804282 0.17233065 0.33531657 0.32696439],0.1444221754697209,5
296,[0.09763803 0.08179193 0.42779939 0.34324522 0.04952543],0.0223382316839284,5
297,[0.57196734 0.05719585 0.2394277  0.05825242 0.07315669],0.2021238097908754,5
298,"[8.23663404e-04 2.11492762e-04 5.72230724e-01 3.43518199e-01
 8.32159204e-02]",0.112831247026986,5
299,[0.0315036  0.02223172 0.29566779 0.10236105 0.54823584],0.1155946967983439,5
300,"[0.24009012 0.11240243 0.26435788 0.05817424 0.00253296 0.03713513
 0.0260222  0.00089578 0.20021863 0.05817062]",0.0180188292545329,10
301,"[3.51698382e-02 8.88413172e-02 1.71251554e-04 3.67658086e-02
 2.94273088e-01 1.17993974e-01 2.10142540e-01 1.46902473e-01
 2.41986833e-02 4.55410256e-02]",0.0111882661592253,10
302,"[0.1816134  0.00878188 0.18250498 0.07856869 0.14213705 0.01752856
 0.01630515 0.07937348 0.0012568  0.29193001]",0.1237342812450428,10
303,"[0.1505288  0.04741953 0.15112034 0.09208403 0.0676442  0.02195536
 0.14930254 0.01190657 0.02961461 0.27842403]",0.1803245982526955,10
304,"[0.02836253 0.11508005 0.18424979 0.21335021 0.1414285  0.03550774
 0.07939311 0.15094185 0.0366783  0.01500792]",0.0276495929502156,10
305,"[0.07892742 0.02226918 0.02423926 0.02394426 0.07606962 0.35314271
 0.02167139 0.08698264 0.30834109 0.00441243]",0.0517627303797698,10
306,"[1.42784197e-02 3.25700262e-01 1.06017893e-01 2.20400328e-01
 5.73227830e-02 1.17064568e-01 9.30667335e-02 3.27591591e-02
 3.32293099e-02 1.60544198e-04]",0.0718300913426393,10
307,"[0.08243097 0.12121378 0.11844485 0.01191045 0.12597621 0.00763642
 0.00481883 0.06441979 0.29857247 0.16457623]",0.0215569426216086,10
