,empirical_sigma,theoretical_sigma
0,0.009142579227760355,0.01058464618405163
1,0.010077286229348302,0.011030085016343349
2,0.0107741336272051,0.011463839428851074
3,0.011272132606386417,0.011886124415607598
4,0.011084890209457257,0.012297142678109845
5,0.01608799844583144,0.012697085407043463
6,0.015360815617944936,0.013086132995029575
7,0.013979631511112457,0.01346445571144878
8,0.014702839599600464,0.01383221426154775
9,0.01602116929504328,0.014189560497884
10,0.013427965949958483,0.01453663780458326
11,0.017091021667168766,0.014873581669451965
12,0.018126575066193303,0.015200520128478402
13,0.014567720893232947,0.015517574194033079
14,0.011511446054224722,0.015824858236842737
15,0.016968095251733907,0.016122480401740472
16,0.013975487606533152,0.016410542898619283
17,0.015250856065923468,0.016689142351996145
18,0.01668548517869287,0.01695837009427696
19,0.022843666545130537,0.017218312443584446
20,0.013689586391381032,0.017469050962884945
21,0.026548837852886777,0.01771066270133615
22,0.017702940597278068,0.0179432204190996
23,0.01576294166725714,0.018166792796750656
24,0.018554469681023606,0.018381444630324276
25,0.01726217536036256,0.01858723701266701
26,0.020785676478590972,0.018784227497122042
27,0.016064317832387105,0.018972470274771006
28,0.020546397451051322,0.019152016293664358
29,0.019153475066265108,0.019322913411139345
30,0.01986410660080839,0.019485206516280825
31,0.018844989322619396,0.019638937647284426
32,0.01918313411183068,0.019784146099545236
33,0.0230028908818842,0.01992086852684372
34,0.019164521329700458,0.020049139033334388
35,0.022906788197768285,0.020168989259561013
36,0.020088409674620087,0.020280448461021363
37,0.017118177525731856,0.020383543580306234
38,0.018643319169410925,0.020478299313027536
39,0.01883066871958283,0.020564738167801255
40,0.024099357872539192,0.020642880520554643
41,0.026484351638093703,0.020712744663379936
42,0.01954148793131495,0.020774346848139006
43,0.015805225906612996,0.020827701325009617
44,0.015003058394332027,0.020872820376123015
45,0.02632356538317698,0.0209097143444426
46,0.021227614493631815,0.02093839165791505
47,0.022321239527368683,0.02095885884945494
48,0.022494307779354725,0.020971120569584206
49,0.016486415448529208,0.02097517960555838
50,0.015676502359654548,0.020971036876522478
51,0.01641661438486795,0.02095869144433843
52,0.02192985627037261,0.020938140502726132
53,0.018159352428083128,0.02090937938203621
54,0.012165335436881055,0.020872401530099925
55,0.015067217097678864,0.020827198499537538
56,0.02107114737814051,0.020773759927727318
57,0.02147753383903949,0.02071207351261024
58,0.01806942985927131,0.020642124983762066
59,0.025481276472464842,0.02056389806870426
60,0.023958514044542942,0.02047737445431049
61,0.026425927989328742,0.020382533743147278
62,0.020092992478312862,0.02027935340456585
63,0.016943851435886084,0.020167808720338666
64,0.017616454707354973,0.02004787272461664
65,0.020722138197365722,0.019919516137941053
66,0.026062953048338243,0.01978270729503589
67,0.019991530570327695,0.01963741206617816
68,0.019269551552789782,0.019483593771109177
69,0.019534385720127338,0.0193212130869691
70,0.016377768614339955,0.019150227947032028
71,0.016117591482690676,0.018970593432533482
72,0.019756428312504258,0.018782261655212268
73,0.019795159434177832,0.018585181634739573
74,0.017526780831742885,0.018379299146379254
75,0.013454626583213822,0.018164556601513775
76,0.013638702462953988,0.01794089287038549
77,0.015030620588284839,0.017708243118258714
78,0.01731453064681827,0.017466538623939272
79,0.015239753100714076,0.017215706584581977
80,0.02111824254091748,0.01695566990613488
81,0.0168768398207545,0.01668634697835507
82,0.014852739152211036,0.016407651433294118
83,0.01832889237377879,0.016119491885981555
84,0.013741557804246376,0.015821771656388865
85,0.02040598308465524,0.015514388475898434
86,0.016141542489418712,0.015197234137781655
87,0.013381216109219992,0.014870194205484265
88,0.0178081435072535,0.014533147597026386
89,0.014509154871464008,0.014185966202594581
90,0.011158838200356992,0.013828514456030115
91,0.01039034482751863,0.013460648889688086
92,0.01372953466213995,0.013082217563364423
93,0.010596747075596139,0.012693059676998327
94,0.012525918039521739,0.012293004861166383
95,0.009578642916374233,0.01188187261653365
96,0.01253712375284267,0.011459471638708895
97,0.01360482884642415,0.011025599104732341
98,,
99,,
100,0.009999420869510571,0.011030085016343349
101,0.009101245175506764,0.01146835835984252
102,0.015670988474491117,0.011895030056433201
103,0.01109676753942697,0.012310314157748869
104,0.014243913322283488,0.012714412440145456
105,0.013202045890495595,0.013107515178863912
106,0.013348314273958457,0.013489801865748621
107,0.011496895042081396,0.013861441874381888
108,0.015193298129602508,0.014222595078105003
109,0.014601379961738367,0.014573412422583757
110,0.016175846539842102,0.014914036458214914
111,0.014085482313740775,0.01524460183518366
112,0.017833515529528856,0.01556523576113431
113,0.012378646900617579,0.015876058431728145
114,0.013405565080947696,0.016177183418904287
115,0.015566819657469925,0.0164687180609628
116,0.015416464848327687,0.016750763783209915
117,0.019907277996540074,0.017023416431237892
118,0.020993499136586578,0.017286766566287946
119,0.01691433695119024,0.017540899742887535
120,0.025128771881790177,0.017785896767428644
121,0.01606600643340582,0.01802183393896677
122,0.023675556825245685,0.01824878327349108
123,0.01975253155363462,0.01846681271267672
124,0.01773580543371512,0.018675986318436484
125,0.029241596860104038,0.01887636445127977
126,0.018249634088339763,0.019068003947219102
127,0.022430191744258247,0.019250958263346173
128,0.02514122483336149,0.019425277629973835
129,0.02280965691385703,0.019591009184342454
130,0.0189878072591459,0.0197481970962363
131,0.020990794632662787,0.01989688268440437
132,0.021916479926980037,0.020037104524078454
133,0.0194170640518233,0.02016889854675794
134,0.021953963222240736,0.020292298132076794
135,0.017677696709933313,0.020407334192429512
136,0.02170557932067329,0.020514035250679512
137,0.01686027644633312,0.020612427511289427
138,0.02340110147760878,0.020702534925183425
139,0.022563778354173177,0.02078437924861722
140,0.024888378507522523,0.0208579800963099
141,0.022229322649428236,0.02092335498905865
142,0.01785321391791412,0.020980519396043985
143,0.0167398166717116,0.02102948677199665
144,0.017063432966507395,0.021070268589387535
145,0.02712854305658501,0.02110287436573187
146,0.023021309006916367,0.021127311685322434
147,0.020164978226121472,0.02114358622075941
148,0.023557540554261083,0.0211517017412635
149,0.016540348816773357,0.0211516601247978
150,0.02191642238940978,0.021143461361734815
151,0.021280594115245306,0.021127103554836185
152,0.018265935200252454,0.021102582915533085
153,0.02513361585874954,0.021069893751773778
154,0.02338064952141083,0.021029028459641892
155,0.0201258814195985,0.020979977501797534
156,0.02149359961603743,0.020922729385688024
157,0.02158151605227503,0.02085727063619852
158,0.020338541387842118,0.020783585763409242
159,0.024838021126966175,0.020701657225378655
160,0.017493620576981762,0.020611465385786704
161,0.02126178907396279,0.020512988466259457
162,0.02126129077906594,0.020406202493185185
163,0.02017973850918865,0.02029108123878127
164,0.01878137357713781,0.02016759615617277
165,0.024258714456579285,0.02003571630819284
166,0.018098602358315268,0.01989540828960754
167,0.021790843976067197,0.019746636142415647
168,0.015963742773061486,0.019589361263909397
169,0.026375488682770565,0.019423542306805274
170,0.018624509991781012,0.01924913507164053
171,0.01684331027445785,0.01906609239026349
