,empirical_sigma,theoretical_sigma
0,0.009517843892675211,0.00950913399970164
1,0.007841170565178192,0.009447387860294781
2,0.009353373755183587,0.009387770368247868
3,0.007662284563200003,0.009336563996171124
4,0.009085954201522138,0.00929509403460331
5,0.007547480073812132,0.009263517517266466
6,0.007728075737829307,0.009241678119966375
7,0.009596228321512504,0.00922935615139261
8,0.00828357082735701,0.009226347819567222
9,0.006893886098666728,0.009232487525946867
10,0.008692255719683819,0.009247649340789778
11,0.011492715429947658,0.009271740631790605
12,0.009493129511720079,0.009304692870404085
13,0.009901645716196025,0.009346451642290178
14,0.009609813466594916,0.009396966685605058
15,0.010014722685639044,0.009456182281580548
16,0.010262527151468259,0.00952402811446128
17,0.009218862838037597,0.009600410640773202
18,0.008915349112503355,0.009685204982016134
19,0.00879667946097956,0.009778247357920758
20,0.013152611922556968,0.00987932808871719
21,0.0075385326249519475,0.009988185210124161
22,0.010411070260161668,0.010104498761158064
23,0.00939399774694237,0.010227885817463167
24,0.010122474163456257,0.010357896356735646
25,0.008232688014126292,0.010494010048434688
26,0.010810930694788872,0.010635634068012092
27,0.012078194017270082,0.010782102034023897
28,0.01108361991746245,0.010932674164598616
29,0.013007023778844768,0.01108653874065401
30,0.011099610106426894,0.011242814950307762
31,0.00976430508740662,0.011400557171027325
32,0.009938929856360983,0.011558760721946351
33,0.01237030783150516,0.011716369092659207
34,0.009943564546388341,0.011872282621286078
35,0.012841012741583262,0.012025368560079339
36,0.013503233138708527,0.012174472428565987
37,0.015033369567519491,0.012318430514930938
38,0.013712943484479389,0.01245608334699142
39,0.011787723100072462,0.012586289916342468
40,0.010066611781632451,0.012707942404556662
41,0.012084501361060651,0.012819981131061314
42,0.011993408220853348,0.012921409417905254
43,0.01243783049408685,0.01301130805317565
44,0.013251518300024127,0.01308884902708309
45,0.013192795222396745,0.013153308219707553
46,0.009922872538155787,0.013204076733693856
47,0.01720952757104966,0.013240670590373399
48,0.013668546377802557,0.01326273854316091
49,0.013998356267585168,0.013270067806034888
50,0.010958753637851978,0.013262587547485718
51,0.013569008284952227,0.013240370057436151
52,0.01460843174058418,0.013203629556312903
53,0.014024898210883239,0.01315271867772952
54,0.014112853951587899,0.013088122717882365
55,0.01025287922586618,0.01301045180183684
56,0.011660731303377398,0.01292043116939618
57,0.01328094083666278,0.01281888982710564
58,0.010977828029132193,0.012706747848225685
59,0.014284756019554106,0.012585002627590214
60,0.012231175629091508,0.012454714412447963
61,0.011531876381303013,0.012316991435259137
62,0.010109895908313675,0.012172974966577193
63,0.009760785830745432,0.012023824592598185
64,0.01489725386702737,0.011870703997489868
65,0.012774493169509375,0.011714767501279253
66,0.012850888876879577,0.011557147569351745
67,0.011106435796566696,0.011398943471808759
68,0.012006590726178844,0.011241211231581835
69,0.01087491091863821,0.011084954960908132
70,0.012034232336605045,0.010931119647520342
71,0.01421727254852467,0.010780585417415521
72,0.012052738787074854,0.010634163267583697
73,0.009588940350649746,0.01049259223601072
74,0.011935963277495574,0.010356537952199794
75,0.01229455007354938,0.01022659249360329
76,0.01283003789968215,0.010103275460467229
77,0.009831018301016061,0.009987036172555195
78,0.009225091925858245,0.00987825688936949
79,0.01012543546219821,0.009777256953670085
80,0.008302585132801564,0.009684297766176627
81,0.011773736631738528,0.009599588504964902
82,0.00898036252939429,0.00952329251700951
83,0.011170894331876343,0.009455534321915291
84,0.008908692161501156,0.009396407184295236
85,0.00790798370787893,0.00934598122649007
86,0.008574654279661567,0.009304312064583743
87,0.009647845925432589,0.009271449953524072
88,0.01091835704028244,0.009247449400941937
89,0.012086906416203387,0.009232379131304036
90,0.009817977604050846,0.009226332072747125
91,0.01016785537190365,0.009229434535205019
92,0.009217438492721063,0.009241852534730317
93,0.01077869958784011,0.009263790192050573
94,0.009993204581676367,0.00929546710285917
95,0.01006806330106659,0.009337038126683763
96,0.009419759891027559,0.009388340407567256
97,0.009057952754269745,0.009448026858010522
98,,
99,,
100,0.009612290274880824,0.009447387860294778
101,0.008429208191082234,0.00941707606183331
102,0.008845021003978729,0.009379906921172392
103,0.008057331961404178,0.009345728365805002
104,0.009951387953765193,0.009317825241426209
105,0.010221540447371788,0.00929749731712702
106,0.008819516621606656,0.009285302810195892
107,0.008365192199653492,0.00928149477032044
108,0.007418512808639598,0.009286196342648885
109,0.01079113954057711,0.009299475981223812
110,0.010139315248583932,0.009321379794008745
111,0.007632672055168192,0.009351944028617856
112,0.009955200595046574,0.009391197835682874
113,0.010700273920433316,0.009439161093276582
114,0.009657914251858394,0.009495839676756672
115,0.010220535196928173,0.009561219420514487
116,0.008309516035600628,0.009635259454771674
117,0.011097081319626051,0.009717885315920535
118,0.012160447429727416,0.009808982080798851
119,0.010305544664421273,0.009908387701369465
120,0.011112104987563284,0.010015886679718852
121,0.012048398018634984,0.010131204207605536
122,0.007744230961062065,0.010254000889733461
123,0.010386200815472932,0.010383868169922157
124,0.009658964168683861,0.010520324581143957
125,0.013980399653968958,0.010662812941310572
126,0.010964350043849028,0.010810698616193055
127,0.013823961907706449,0.010963268966282292
128,0.012199560928087013,0.01111973408725542
129,0.011289300019958553,0.011279228940413916
130,0.010911858532298814,0.011440816952858146
131,0.012515556417191504,0.01160349514401645
132,0.012632668160034869,0.011766200808418888
133,0.014950926594923562,0.011927819751713122
134,0.011220726364839987,0.012087196040830752
135,0.013790594595402484,0.012243143189277434
136,0.012158550233865164,0.012394456656417124
137,0.016099981807465098,0.012539927496599577
138,0.013863922490322133,0.012678356951575678
139,0.01136373569454182,0.012808571739659122
140,0.011338459589619718,0.012929439759476916
141,0.012021887750188889,0.013039885895958206
142,0.013737171250128478,0.013138907595060183
143,0.011330339579657558,0.01322558986039936
144,0.011302447376425405,0.013299119323271526
145,0.010824877052538855,0.013358797046659227
146,0.01534931646098956,0.01340404974466465
147,0.014224448451861459,0.013434439131234804
148,0.013184449083573874,0.013449669154436465
149,0.01904314339037197,0.013449590925375078
150,0.013756601409119436,0.013434205209702291
151,0.01294310378224955,0.013403662414782951
152,0.01332040845406458,0.013358260072862213
153,0.0128496416092753,0.013298437887853507
154,0.014370597010137065,0.013224770478421233
155,0.013065029951592474,0.013137958008861889
156,0.013610002067763001,0.013038814951987797
157,0.012628017582705063,0.012928257270549212
158,0.014459452517435996,0.012807288336019072
159,0.01035278248419436,0.012676983924297105
160,0.012571648977703694,0.012538476636886908
161,0.012130634710641014,0.01239294009429227
162,0.011548921824543786,0.012241573234968443
163,0.011791670547752658,0.01208558503189952
164,0.013248552569245437,0.011926179908628536
165,0.012017143893669624,0.011764544100891425
166,0.012381810775304349,0.011601833169983578
167,0.014364024324448613,0.011439160831577352
168,0.009453925588229087,0.011277589220674854
169,0.010705001577583034,0.011118120671310884
170,0.012344687613325172,0.010961691049702887
171,0.009189120758868343,0.010809164643496112
172,0.010876908048635291,0.010661330576917913
173,0.01118498767771085,0.010518900694958633
174,0.01138085394955443,0.01038250883661604
175,0.01155280997985599,0.010252711400688192
176,0.010493155029432598,0.010129989094342247
177,0.01127415309968891,0.010014749747592797
178,0.013341970443151776,0.009907332072290786
179,0.009899137305094606,0.009808010243729189
180,0.011512664219968258,0.009716999183928661
181,0.00863630835257809,0.009634460427432262
182,0.011260566959922818,0.0095605084504225
183,0.009555498173494471,0.009495217338834218
184,0.009446676497069652,0.00943862765530031
185,0.010544293571350581,0.009390753327939653
186,0.009642054845239192,0.0093515883095322
187,0.00883035808648181,0.009321112606530846
188,0.00694792459309445,0.009299296990750203
189,0.010963694670695565,0.009286105139262816
190,0.007232029271459053,0.009281490801732802
191,0.011328615424968335,0.009285385176386933
192,0.00902226350341427,0.009297664276392018
193,0.007740314609289902,0.009318073074491652
194,0.008967868062511018,0.009346048678030794
195,0.009672119042406904,0.009380279618299186
196,0.012719000330516995,0.00941744767770338
197,,
198,,
199,,
200,0.011524929997224811,0.009387770368247875
201,0.009168410126939431,0.009379906921172392
202,0.008451720194441677,0.009360839849992069
203,0.010168825290710054,0.009341545075778878
204,0.007089287778826088,0.00932624150450179
205,0.011305362722976863,0.009316878930044181
206,0.008578770959454888,0.009314469291758377
207,0.008132549106070358,0.009319590245800365
208,0.00829703860734871,0.009332603153573125
209,0.008349039571066438,0.009353755118001402
210,0.009082783167808351,0.00938322846701322
211,0.008510295422723028,0.009421164444288171
212,0.009052580718104384,0.009467673459716922
213,0.010517032549074969,0.009522838011094784
214,0.009858960413116895,0.009586711477421574
215,0.0068767633455202115,0.009659314545821718
216,0.0102494450038064,0.009740630290843816
217,0.01004126931693262,0.009830598527877687
218,0.01207571669828604,0.009929109845855549
219,0.008194265530992742,0.010035999604756374
220,0.0120191260431771,0.010151042117768745
221,0.0083807978810238,0.010273945202668635
222,0.009993624337364474,0.010404345267987565
223,0.00988310631127138,0.010541803090776486
224,0.009944903569906086,0.010685800436444078
225,0.009498120984077903,0.010835737667707668
226,0.012252048718229777,0.010990932483519875
227,0.010750298185059695,0.011150619920917195
228,0.010190915342472207,0.01131395374070439
229,0.013993583316080818,0.011480009301267144
230,0.011699962944174792,0.011647788003176044
231,0.012756623236995647,0.011816223360254889
232,0.010940918000304372,0.011984188720665447
233,0.012387585216077395,0.012150506624110897
234,0.013338977140359446,0.012313959740580627
235,0.014053223495564239,0.0124733032906208
236,0.013653043454770258,0.01262727880142836
237,0.01051897667402305,0.01277462900547757
238,0.010902583597217914,0.012914113643585924
239,0.009026583083713052,0.013044525891781927
240,0.012496000732770617,0.013164709095026797
241,0.014765610073538498,0.013273573461572086
242,0.012527379567307909,0.013370112351854486
243,0.010941605665085877,0.013453417786641424
244,0.013328422032165995,0.013522694802283556
245,0.010608141625865843,0.013577274295961833
246,0.015203038531736547,0.01361662403252156
247,0.013455802444038222,0.013640357524553937
248,0.012512643912969102,0.013648240548912106
249,0.012678576244131304,0.013640195123555755
250,0.016097583902875683,0.013616300836090181
251,0.013666588855687393,0.01357679348789716
252,0.012495344179883594,0.01352206109070491
253,0.010114273482754562,0.013452637324958563
254,0.013998361112832022,0.013369192636740603
255,0.014622022737031042,0.013272523210646136
256,0.014370170503181963,0.013163538107410035
257,0.011371897824241691,0.01304324489504845
258,0.009543534796537783,0.012912734130852463
259,0.013400624962027043,0.012773163066466866
260,0.013610960682546242,0.012625738951305992
261,0.010409845031788028,0.012471702300258205
262,0.011292162213666183,0.012312310471639352
263,0.016212879748156165,0.012148821872005295
264,0.011260500236564674,0.011982481068058272
265,0.015751846991509135,0.011814505043284372
266,0.006704933533640436,0.011646070792147026
267,0.011660670689808942,0.011478304397051945
268,0.011406849665661517,0.011312271687637588
269,0.009600789025671727,0.01114897053652265
270,0.008191091163450674,0.010989324805013778
271,0.009892143237793518,0.010834179914860624
272,0.011722232120893015,0.010684299990087836
273,0.008523216164715908,0.010540366485989855
274,0.009527530032074058,0.010402978200802979
275,0.010373380885653373,0.010272652549000325
276,0.014420830063038506,0.01014982796315286
277,0.011715882492499097,0.010034867283435672
278,0.010918233781876237,0.009928061987690296
279,0.012405196993753953,0.009829637111513329
280,0.010931495385176309,0.009739756701506782
281,0.009312174144566915,0.009658529635972921
282,0.011859141736660965,0.009586015628241863
283,0.011010255635481607,0.00952223119228619
284,0.010031460222499986,0.009467155284211623
285,0.010955407214057106,0.009420734212828021
286,0.01051812805140065,0.009382885194622312
287,0.010762675029271664,0.009353497528923744
288,0.008623904052192537,0.009332429620913898
289,0.011971040743063328,0.009319498631756792
290,0.01017254933457188,0.00931445660214422
291,0.011350548718887618,0.00931694060368356
292,0.008320734026316482,0.009326369934840102
293,0.009525094825093311,0.009341726365889794
294,0.009449589849286521,0.009361045954838164
295,0.008424182020615479,0.009380073191568182
296,,
297,,
298,,
299,,
300,0.008659937264128328,0.009336563996171124
301,0.009048307655336901,0.009345728365805004
302,0.008346416743020212,0.009341545075778881
303,0.007686462562929728,0.00933520418978847
304,0.008970294123685673,0.009331366876026629
305,0.01327242949456726,0.009332358259052428
306,0.008929636760939455,0.009339481206782158
307,0.008406788709075245,0.009353536449631637
308,0.009949318768559805,0.009375057499843688
309,0.010239830872828188,0.00940442554467446
310,0.011417435754632504,0.009441928089800855
311,0.009310099600861927,0.009487789083115603
312,0.0073330358130692525,0.00954218368348337
313,0.011480524738485256,0.009605244368444728
314,0.009251941164741111,0.009677061983506496
315,0.010672368404026373,0.009757683771447891
316,0.009183877924165149,0.009847109593212864
317,0.010723634708894569,0.009945287098786533
318,0.010015980620761766,0.010052106352604853
319,0.010061327165049224,0.010167394273361118
