,empirical_sigma,theoretical_sigma
0,0.0015057038327121782,0.0013459004692943652
1,0.0022588956940783633,0.001993242096868808
2,0.0028454521993083407,0.0026265993561663883
3,0.0037302035049423146,0.003246029755216109
4,0.0054103909055975416,0.0038515869314466123
5,0.0037248866886839304,0.0044433209736731505
6,0.005344378810193272,0.005021278702094655
7,0.007337887534751494,0.005585503937072268
8,0.006797392854908478,0.006136037676826734
9,0.00711940001696292,0.0066729184497245336
10,0.005533332102590328,0.007196182361263604
11,0.006919803206522851,0.007705863348808757
12,0.008621054324519178,0.00820199332748228
13,0.008198700842374796,0.008684602337427943
14,0.01123615959438223,0.009153718661318158
15,0.00974424616683753,0.009609368991260612
16,0.011455603689429826,0.01005157848585114
17,0.010019992644754904,0.010480370898480463
18,0.010365125711669584,0.010895768663751576
19,0.01127897778903487,0.011297792979593166
20,0.01070891605385979,0.011686463882569019
21,0.014963511402487905,0.012061800316192126
22,0.012055820208310515,0.012423820192942777
23,0.010463878938569642,0.012772540450565787
24,0.014801435728496085,0.01310797710318636
25,0.015656040556330006,0.013430145287274181
26,0.01490740961640629,0.01373905929843922
27,0.015038751895061713,0.014034732649287743
28,0.012638306858910382,0.014317178076841177
29,0.01516184782153749,0.014586407590048346
30,0.018016159908958586,0.014842432494112514
31,0.02039911431902933,0.01508526341630299
32,0.015724839583085775,0.015314910328158718
33,0.016424170838046766,0.01553138256739504
34,0.014806289550971366,0.015734688855216606
35,0.016656012938892364,0.01592483731382885
36,0.014185960133847406,0.01610183548127853
37,0.015255884120335293,0.01626569032489281
38,0.013757768799537277,0.01641640825328307
39,0.018697139834339425,0.016553995127017104
40,0.01651967509970472,0.016678456268081364
41,0.017837499848064164,0.016789796468220573
42,0.015122636716809993,0.016888019996239706
43,0.014864716076612586,0.016973130604351034
44,0.01778121611095769,0.017045131533620944
45,0.016624316469733343,0.017104025518583695
46,0.021177350289526747,0.017149814790980277
47,0.012694394071437961,0.017182501083133486
48,0.01819396995865243,0.017202085627709838
49,0.021080387657278616,0.01720856916769057
50,0.022920831640923782,0.01720195194604814
51,0.017902329932005002,0.01718223371476188
52,0.018972589653997854,0.017149413725808187
53,0.015703317368723005,0.017103490741450143
54,0.017623470141262323,0.01704446302428044
55,0.015146834456298781,0.016972328337445136
56,0.014054863830912725,0.016887083941260764
57,0.01724219206008355,0.016788726589470417
58,0.017482156991183096,0.016677252524620184
59,0.01893868992911043,0.016552657472601536
60,0.01614855850271351,0.01641493663629815
61,0.012361333650567167,0.016264084688271997
62,0.012395928013517727,0.016100095762412517
63,0.017696285740717868,0.015922963444463104
64,0.016071432897666077,0.01573268076133551
65,0.015190095395117082,0.015529240169093645
66,0.01542271496297798,0.0153126335394958
67,0.014571475882417256,0.01508285214514025
68,0.016204170857693573,0.01483988664193481
69,0.013840829467518799,0.014583727051761527
70,0.0167236098034704,0.014314362740550701
71,0.012948242660334936,0.014031782396053138
72,0.01611017448916304,0.013735974001998122
73,0.014275839756086348,0.01342692481372305
74,0.01358766449029017,0.013104621310709198
