,empirical_sigma,theoretical_sigma
0,0.0014672131905815557,0.001288996215683197
1,0.0026976439275966874,0.0019005139339110548
2,0.0026869031166145293,0.0025043098817816452
3,0.004332208761009202,0.00310347638573503
4,0.0047147688135546935,0.003698726850542798
5,0.005347245232760502,0.00429007969438613
6,0.004863477719066189,0.0048772798697659814
7,0.006362647939143294,0.005459945513189008
8,0.007116961856720387,0.00603762993428977
9,0.008522018165302665,0.006609851370269725
10,0.004909768838309111,0.00717610892240022
11,0.007811928184836064,0.007735891397253083
12,0.008852150443619792,0.008288682874932009
13,0.008685287150132578,0.008833966608569884
14,0.010190445171680083,0.009371226026644818
15,0.011046107418652445,0.009899949477983165
16,0.011105574638935205,0.010419628877004232
17,0.01006123083411688,0.010929762113438723
18,0.007567817621320685,0.011429853882585984
19,0.009244693530396959,0.011919416531294193
20,0.009656405955603508,0.01239797085248431
21,0.013890154892349902,0.012865046820527234
22,0.014100005989647701,0.013320184281516491
23,0.014059248787990903,0.0137629336079222
24,0.017473423639525282,0.014192856318812494
25,0.015913448572274176,0.01460952568305225
26,0.011152139559015336,0.015012527277840939
27,0.013710240065945132,0.015401459558545409
28,0.016340840104206365,0.015775934354837533
29,0.01251734870964511,0.01613557738722127
30,0.01617184457064574,0.01648002873895358
31,0.021645709189582956,0.01680894331143239
32,0.015517842343579887,0.017121991249470517
33,0.01579338189642237,0.017418858348754784
34,0.017761707384130947,0.01769924643587977
35,0.021793874647444592,0.01796287372617039
36,0.01414155935942847,0.018209475154784882
37,0.01686904123351255,0.018438802686343122
38,0.024405264616773427,0.018650625696016276
39,0.018748813005197516,0.01884473074833628
40,0.01933544146669165,0.01902092280024824
41,0.019617309937282567,0.019179024451408712
42,0.01868230320424318,0.019318876619520656
43,0.02168631338483068,0.019440338614730716
44,0.020758230747568225,0.0195432882884552
45,0.019363754289207988,0.019627622163841833
46,0.014452997744432088,0.01969325554024614
47,0.016861815484921806,0.019740122582685326
48,0.015578622226644918,0.019768176386021522
49,0.01967807279515589,0.019777389033220013
50,0.015939419327454987,0.019767751608497745
51,0.021025441176194787,0.019739274219178933
52,0.023220522342304498,0.019691985970164378
53,0.022787319916944593,0.019625934954111992
54,0.01900110434532586,0.01954118818874892
55,0.022513911521614454,0.01943783155249015
56,0.017337394378722882,0.01931596969284664
57,0.019744411785242652,0.01917572592243067
58,0.018473088306361466,0.019017242086580288
59,0.017900398108941135,0.018840678414077064
60,0.022698422604032705,0.018646213442265105
61,0.016936034066746194,0.018434043341334583
62,0.02058507074059922,0.018204382664301594
63,0.021302217087864537,0.017957463144103528
64,0.02225209556820924,0.01769353391570612
65,0.02383421769321604,0.017412861136344458
66,0.015352997178207059,0.017115727677435036
67,0.016216922781504134,0.016802432796437495
68,0.014207784873844142,0.016473291782007772
69,0.01682676504647812,0.016128635578532495
70,0.019708063716225733,0.015768810382756765
71,0.015409405043389285,0.01539417722687578
72,0.014672519275680772,0.01500511153001741
73,0.019477765377184875,0.014602002637693814
74,0.014457660387707436,0.014185253312770037
75,0.01589481936833924,0.01375527926165273
76,0.01054433203018279,0.013312508576498287
77,0.014454109659530555,0.012857381201824197
78,0.009736176053626922,0.012390348358448695
79,0.013041823631874996,0.011911871957119374
80,0.010204436931678947,0.011422423986831806
81,0.01327431694221773,0.010922485878501038
82,0.009497612197103883,0.01041254783829583
83,0.011966044477625736,0.009893108141666317
84,0.008738927004606328,0.00936467240325296
85,0.011355142019073616,0.008827752900978383
86,0.008921918015500772,0.00828286636573776
87,0.005904584355814715,0.007730535630425839
88,0.006765364897384862,0.007171285276377243
89,0.008272982597118105,0.006605641202449062
90,0.007180452970441885,0.0060341275697441965
91,0.005788295856545646,0.0054572625366232355
92,0.004143794159393324,0.004875551383264775
93,0.004776927118692943,0.004289474099619092
94,0.004131414147656884,0.003699461430935814
95,0.003994699287049073,0.003105844098112971
96,0.003326029290761326,0.0025087291939099804
